c_last_name,c_first_name,c_salutation,c_preferred_cust_flag,ss_ticket_number,cnt
Baxter,Jack,Sir,N,3899648,15
Baxter,Jimmy,Dr.,Y,8331628,15
Baxter,Margo,Ms.,N,2785813,15
Baxter,Nina,Miss,N,9544511,15
Baxter,Sal,Mr.,N,6163667,16
Baxter,Staci,Ms.,Y,8166353,16
Baxter,Terry,Sir,N,21159051,16
Baxter,Thelma,Ms.,N,9241890,15
Bayer,Micheal,Dr.,Y,12034607,16
Bayer,Ron,Sir,N,18556499,15
Baylor,Rosemarie,Miss,Y,16223840,15
Bays,Lucinda,Dr.,N,22659885,16
Beach,Anna,Ms.,Y,7410941,15
Beach,Del,Mr.,N,17122930,16
Beach,Elena,Miss,Y,15777367,15
Beach,Eric,Dr.,Y,17315162,15
Beach,Hallie,Dr.,N,13243186,15
Beach,Jamie,Dr.,Y,14532375,15
Beach,Karrie,Mrs.,Y,21589572,15
Beach,Margaret,Ms.,N,5453923,15
Beach,Thomas,Sir,Y,13873260,15
Beal,Jack,Sir,N,17367899,16
Beal,James,Mr.,N,8453746,15
Beal,Laurie,Mrs.,N,1390718,15
Beale,Pamela,Ms.,N,7583137,16
Beale,Ruth,Mrs.,Y,23351203,15
Beall,Louis,Sir,N,17398666,15
Beals,Chad,Sir,Y,23219154,15
Beals,Jacqueline,Mrs.,Y,1418814,15
Beals,Richard,Sir,N,19790716,15
Beam,Adrian,Dr.,N,20719093,15
Beam,Lillian,Miss,Y,16236626,15
Beam,Margaret,Ms.,Y,21442328,15
Beaman,Edna,Ms.,N,23268504,16
Beamon,Margaret,Miss,N,2886382,16
Bean,Brenda,Miss,Y,10496581,16
Bean,Dorothy,Miss,N,8197408,15
Bean,Eileen,null,null,16181126,15
Bean,Fred,Mr.,N,12687463,15
Bean,George,Mr.,Y,3245483,16
Bean,Gregory,Sir,N,2455513,15
Bean,James,Mr.,Y,9554468,15
Bean,Joseph,Dr.,Y,4908574,15
Bean,Julia,Miss,N,11900190,16
Bean,Lesha,Dr.,Y,23749985,16
Bean,Lorene,Miss,N,14058122,15
Bean,Manuel,Dr.,N,3712155,15
Bean,Martin,Dr.,Y,4168759,15
Beane,Julia,Miss,N,13041230,15
Beane,Robin,Dr.,N,7561391,15
Bear,Ellis,Sir,N,13583153,16
Bear,Jeffrey,Mr.,N,6976519,15
Beard,Candace,Dr.,N,17235401,16
Beard,Carl,Mr.,N,20599431,15
Beard,Judith,Mrs.,Y,1667555,15
Beard,Pamela,Dr.,N,23907860,15
Beard,Pauline,Mrs.,N,20184359,15
Beard,Phyllis,Miss,N,8078402,15
Beard,Ryan,null,Y,6127709,15
Beard,Sara,Ms.,N,13105736,15
Beard,Sherrie,Miss,N,18039170,15
Beard,Theresa,Ms.,Y,21198614,15
Beard,Tonya,Ms.,N,13689002,15
Bearden,Benjamin,Mr.,Y,20017378,16
Bearden,Jarvis,Sir,Y,3417223,16
Bearden,Rosalie,Dr.,N,4481967,15
Beasley,Alice,Miss,N,6149447,15
Beasley,Andrew,Mrs.,N,1218442,15
Beasley,Brandon,Dr.,Y,12918978,16
Beasley,Clarence,Sir,N,18804323,16
Beasley,Dale,Dr.,N,20936006,16
Beasley,David,Mr.,N,5056871,15
Beasley,Donna,Miss,N,4639114,15
Beasley,Elayne,Dr.,N,11396800,15
Beasley,Eric,Mr.,N,320526,16
Beasley,Evelyn,Ms.,N,10916947,15
Beasley,Gregory,Mr.,N,11533719,15
Beasley,Harry,Sir,Y,20438747,16
Beasley,John,Sir,N,5569696,15
Beasley,Kristy,Mrs.,Y,10327542,15
Beasley,Marjorie,Mrs.,N,2372303,15
Beasley,Miranda,Dr.,Y,20166999,16
Beasley,Nicholas,Mr.,N,3283803,15
Beasley,Yolanda,Mrs.,Y,4999411,15
Beattie,Andrew,Mrs.,Y,17013405,15
Beattie,Octavia,Miss,N,7239889,16
Beattie,Therese,Miss,N,15876224,15
Beatty,Candace,Mrs.,Y,15185820,15
Beatty,John,Dr.,Y,23293073,15
Beatty,Karen,Mrs.,N,20314312,15
Beatty,Kathryn,Ms.,N,7683028,15
Beatty,Maile,Ms.,Y,17292410,15
Beatty,Teressa,Miss,N,2239286,15
Beatty,Thomas,Mr.,N,21612602,16
Beaty,Cassie,Mrs.,N,9674574,15
Beaty,Paula,Ms.,N,19995353,15
Beaty,Ryan,Mr.,N,18250953,15
Beaty,Theodore,Sir,Y,19763240,15
Beauchamp,David,Dr.,Y,6425763,15
Beauchamp,Denise,Miss,N,11700548,15
Beauchamp,Laura,Ms.,N,9639345,15
Beauchamp,Matthew,Sir,Y,193652,15
Beauchamp,Priscilla,Miss,N,1865427,15
Beauchamp,Victor,Mr.,Y,21445279,15
Beaudoin,Brandi,Mrs.,N,15718900,15
Beaudoin,Gerald,Sir,Y,12200305,15
Beaudoin,Tami,Dr.,N,13114215,15
Beaudry,John,Dr.,Y,23773446,15
Beaulieu,Brenda,Mrs.,Y,7555667,15
Beaulieu,Dan,Mr.,N,23463393,15
Beaulieu,Pedro,Mr.,N,18982712,16
Beaulieu,Rita,Dr.,N,21661710,16
Beauregard,Catherine,Ms.,Y,5433784,15
Beauregard,Kathryn,Ms.,N,12837231,16
Beauregard,Renee,Mrs.,N,15132860,15
Beaver,Helen,Ms.,Y,9712264,15
Beaver,James,Mr.,N,13372598,15
Beaver,Merry,Miss,Y,8764643,15
Beaver,Morris,Dr.,Y,15143555,15
Beavers,Elisa,Mrs.,Y,2311393,15
Beavers,Jamal,Mr.,Y,22140286,16
Beavers,James,Sir,Y,10736828,15
Beavers,Jerry,Dr.,N,15208047,15
Beavers,Matthew,Sir,Y,11900386,15
Beavers,Melanie,Mrs.,N,5298412,15
Becerra,Bob,Sir,N,9581002,16
Becerra,Erin,Dr.,Y,18496957,15
Becerra,Gerald,Sir,N,2360114,15
Becerra,Henry,Dr.,Y,9206765,16
Becerra,Joseph,Dr.,N,735733,15
Becerra,Oscar,null,null,18196143,15
Bechtel,Bridgette,Miss,N,17456845,15
Beck,null,Dr.,null,11247623,15
Beck,Alexis,Ms.,N,23526524,15
Beck,Amanda,Ms.,N,14522430,15
Beck,Bradley,Mr.,N,22863109,15
Beck,Christine,Miss,N,18775136,15
Beck,Deborah,Ms.,Y,13836077,15
Beck,Edward,Dr.,Y,10544732,16
Beck,Gustavo,Mr.,N,22752749,15
Beck,Hugo,Dr.,Y,23778411,16
Beck,Jay,Mr.,N,1607226,15
Beck,Joseph,Mr.,N,4916800,16
Beck,Juana,Mrs.,N,20645274,15
Beck,Kathleen,Dr.,Y,8257567,15
Beck,Lakesha,Ms.,N,13314987,16
Beck,Lisa,Mrs.,N,12617582,16
Beck,Michael,Mr.,N,1886753,15
Beck,Michael,Sir,N,1298716,16
Beck,Rose,Miss,Y,7544500,16
Beck,Sherry,Mrs.,N,15489665,15
Beck,Steven,Dr.,Y,19161686,15
Beck,Viola,Mrs.,Y,11870006,16
Beck,Wayne,Dr.,Y,16717010,15
Becker,Alexis,Mrs.,N,8947942,15
Becker,Andrea,Ms.,N,10124758,16
Becker,Bok,Mrs.,N,13354507,16
Becker,Catherine,Miss,Y,13625264,15
Becker,Catherine,Ms.,Y,7723470,15
Becker,Charles,Dr.,N,21272074,15
Becker,Daniel,Sir,Y,20012274,15
Becker,Enrique,Dr.,N,10419387,15
Becker,Fidel,Dr.,Y,17929052,15
Becker,Gary,Sir,Y,6147475,15
Becker,Joseph,Dr.,Y,23327171,15
Becker,Mildred,Mrs.,N,16630387,15
Becker,Nancy,Mrs.,Y,16998306,15
Becker,Philip,Mr.,Y,22558050,16
Becker,Richard,Dr.,Y,1861722,15
Becker,Ruth,Dr.,N,16801116,15
Becker,Victor,Dr.,N,18995577,15
Becker,William,Mr.,Y,12630132,15
Becker,William,Mr.,N,9473321,16
Beckett,Mark,Sir,N,19539851,15
Beckett,Mark,Sir,N,21279075,16
Beckett,Thomas,Mr.,N,2120609,15
Beckett,William,Sir,N,6068838,15
Beckham,Charles,Sir,Y,19216211,15
Beckham,Jennifer,Mrs.,Y,18989899,16
Beckham,Melvin,Dr.,Y,2763909,16
Beckham,Nicholas,Sir,Y,8027269,15
Beckham,Theodore,Mr.,N,3469202,16
Beckham,Thomas,Sir,Y,3679741,16
Beckman,Heather,Dr.,Y,17678421,15
Beckwith,Max,Mr.,N,23788657,16
Beckwith,Tasha,Ms.,N,23813310,15
Becnel,Clarence,Mr.,N,9475603,16
Becnel,Dennis,Sir,N,50494,15
Bedard,Mamie,Mrs.,N,16330977,16
Bedard,Matthew,Dr.,Y,15116670,16
Bedford,Gary,Dr.,N,3453387,16
Bedford,Jay,Sir,N,14653626,15
Bedford,Sally,Mrs.,Y,304303,15
Beebe,Diane,Dr.,Y,1306075,15
Beebe,Steven,Sir,N,3074678,15
Beebe,Wanda,Dr.,Y,1877082,16
Beers,James,Sir,N,3863203,16
Beeson,Aaron,Miss,N,18875652,15
Beeson,Anthony,Miss,Y,21101070,16
Beeson,Thomas,Sir,N,19671735,15
Begay,Charles,Dr.,Y,5815315,15
Begay,Robert,Dr.,N,16162309,15
Begay,Thomas,Dr.,Y,18327158,15
Begley,Nicholas,Dr.,N,12931049,16
Begley,Roy,Mr.,Y,12229725,16
Belanger,Doris,Mrs.,Y,19822260,16
Belanger,Eric,Sir,N,10844073,15
Belanger,Joanne,Dr.,Y,3826490,15
Belanger,Kevin,Mr.,Y,22501400,16
Belanger,Ronald,Mr.,Y,9180024,16
Belcher,Alice,Dr.,N,15482426,15
Belcher,Andrew,Mrs.,N,17595307,15
Belcher,Delores,Dr.,N,12379533,15
Belcher,John,Mr.,N,18336767,16
Belcher,Jose,Mr.,N,15846040,15
Belcher,William,Sir,N,1612545,15
Bell,Addie,Dr.,Y,23328419,15
Bell,Amanda,Miss,Y,7158212,16
Bell,Angel,Ms.,N,1957427,15
Bell,Aubrey,Mr.,Y,15371411,16
Bell,Betty,Dr.,N,8226799,15
Bell,Betty,Dr.,N,17979728,15
Bell,Brad,Sir,N,14818104,15
Bell,Bruno,Mr.,Y,1117116,15
Bell,Catherine,Miss,N,16157695,15
Bell,Celia,Ms.,Y,2903712,16
Bell,Clara,Dr.,Y,8009404,15
Bell,Clark,Dr.,N,11099486,15
Bell,Craig,Sir,Y,23585775,15
Bell,Cynthia,Ms.,N,15387961,16
Bell,Darla,Mrs.,Y,214450,16
Bell,Dennis,Sir,Y,5799168,15
Bell,Dessie,Ms.,N,5554884,16
Bell,Dorothy,Dr.,N,5624602,16
Bell,Dwayne,Sir,Y,8558461,15
Bell,Edward,Dr.,Y,7975714,15
Bell,Effie,Dr.,Y,21885832,15
Bell,Eleanor,Mrs.,Y,17551655,15
Bell,Frederica,Miss,Y,6872741,15
Bell,Frederick,Dr.,Y,3254662,15
Bell,Gary,Mr.,N,4151182,15
Bell,George,Mr.,N,16198904,15
Bell,Gerald,Sir,N,7067454,15
Bell,Hannah,Mrs.,N,3650229,15
Bell,Herbert,Dr.,Y,18416147,15
Bell,Irene,Miss,N,4834656,15
Bell,James,Dr.,Y,555021,16
Bell,Jasmine,Dr.,Y,4762707,15
Bell,Jason,Mr.,Y,15810341,16
Bell,Jim,Sir,Y,3580440,15
Bell,Joanne,Dr.,N,13937750,15
Bell,Joel,Mr.,N,9289144,15
Bell,Jorge,Dr.,N,12168507,15
Bell,Leroy,Sir,N,748574,15
Bell,Lucy,Ms.,Y,9737386,15
Bell,Lydia,Dr.,N,21849609,15
Bell,Malcolm,Dr.,Y,16295318,15
Bell,Marcos,Mr.,N,3652421,16
Bell,Matthew,Dr.,N,4792205,15
Bell,Melody,Miss,Y,22471256,15
Bell,Michael,Mr.,Y,10833948,16
Bell,Michael,Sir,N,10169240,15
Bell,Michael,Sir,N,11057998,15
Bell,Myron,Dr.,N,6093090,16
Bell,Nathan,Mr.,N,9550502,15
Bell,Nestor,Sir,Y,10449309,15
Bell,Ramona,Mrs.,Y,13268937,15
Bell,Raymond,Mr.,Y,13514064,15
Bell,Richard,Sir,N,8548858,15
Bell,Robert,Dr.,Y,21177267,16
Bell,Robert,Dr.,N,20980023,16
Bell,Steven,Mr.,N,17362816,15
Bell,Terri,Dr.,Y,1944298,15
Bell,Thelma,Dr.,Y,11244434,16
Bell,Thelma,Dr.,Y,12178163,15
Bell,Thomas,Mr.,Y,1025022,15
Bell,Thomas,Sir,N,8209409,15
Bell,Timothy,Sir,N,13239813,15
Bell,Titus,Dr.,Y,7367961,15
Bell,William,Dr.,N,10395866,16
Bellamy,Melissa,Miss,Y,14783448,16
Bello,Antoinette,Mrs.,N,2124493,16
Bello,Hermila,Miss,Y,12560971,16
Belt,Ignacio,Mr.,N,23518565,15
Belt,Timothy,Sir,N,18581668,15
Belton,Johnie,Dr.,Y,15585845,15
Beltran,Bonnie,Mrs.,N,21649560,15
Beltran,Chester,Sir,N,23069894,15
Benavides,Steven,Sir,N,14298071,15
Benavidez,null,null,N,16821108,15
Benavidez,Jennifer,Dr.,Y,13772893,15
Bender,Angelica,Mrs.,Y,10257394,15
Bender,Cecilia,Ms.,Y,5890895,15
Bender,Danielle,Miss,Y,14537033,15
Bender,Gregorio,Mr.,N,12733836,15
Bender,Helen,Dr.,Y,8028499,16
Bender,Irving,Sir,Y,19197353,15
Bender,Kyle,Mr.,Y,16979537,16
Bender,Monica,Miss,Y,14755069,16
Bender,Paul,Sir,N,22857167,16
Bender,Teddy,Dr.,N,10094551,16
Bender,Valentine,Mr.,N,2431072,15
Benedict,Rufus,Sir,Y,17435530,15
Benedict,Sherrill,Dr.,N,7178285,15
Benefield,Donna,Miss,N,13153670,16
Benge,Carolyn,Mrs.,N,4871662,16
Benge,Salvador,Mr.,Y,15662392,15
Benitez,Ashley,Mrs.,N,13463513,16
Benitez,Bernice,Miss,Y,17775467,16
Benitez,Bradley,Dr.,N,207780,15
Benitez,Helene,Ms.,Y,23871389,15
Benitez,Henrietta,Miss,Y,14428281,15
Benitez,James,Sir,N,5142618,15
Benitez,Jeffrey,Dr.,Y,6731931,15
Benitez,Kathy,Dr.,N,2292237,16
Benitez,Marry,Mrs.,N,23108770,15
Benitez,Michael,Sir,Y,20548446,15
Benitez,Nancy,Miss,Y,6585930,15
Benjamin,Albert,Miss,Y,22585653,15
Benjamin,Barbara,Miss,N,3249999,15
Benjamin,Brandy,Dr.,Y,1124113,16
Benjamin,Bryan,Dr.,Y,13663499,15
Benjamin,Joyce,Miss,N,4476482,15
Benjamin,Joyce,Miss,N,17752308,15
Benjamin,Judy,Ms.,Y,1777473,15
Benjamin,Karen,Miss,Y,9878544,15
Benjamin,Katie,Mrs.,Y,2178650,15
Benjamin,Lucy,Mrs.,Y,21715463,16
Benjamin,Maribeth,Ms.,N,12678701,16
Benjamin,Robert,Dr.,Y,22233473,15
Benjamin,Victor,Mr.,N,11057602,16
Benjamin,William,Dr.,N,23795321,15
Benner,Anna,Ms.,N,6823936,15
Benner,Elda,Mrs.,Y,15563033,15
Benner,Helen,Miss,Y,14521182,15
Benner,Lavonne,Dr.,Y,161162,15
Benner,Osvaldo,Sir,Y,5669360,15
Benner,Robert,Dr.,Y,20707471,16
Bennett,Alfredo,Dr.,N,7708037,16
Bennett,Alfredo,Dr.,N,15488245,15
Bennett,Amanda,Dr.,Y,16955350,15
Bennett,Amy,Miss,N,17774491,15
Bennett,Anderson,Dr.,N,19642346,15
Bennett,Annette,Ms.,Y,8692391,15
Bennett,Annette,Ms.,N,10830821,16
Bennett,Anthony,Dr.,Y,569998,15
Bennett,Antonio,Dr.,N,11293094,16
Bennett,April,Mrs.,N,15053287,15
Bennett,Betty,Dr.,N,22548035,15
Bennett,Betty,Ms.,Y,18663822,15
Bennett,Brandon,Dr.,Y,20034941,15
Bennett,Catherine,Mrs.,N,18004825,16
Bennett,Charles,Mr.,Y,12658818,16
Bennett,Christine,Dr.,Y,15931549,15
Bennett,Christine,Ms.,Y,19699082,15
Bennett,Clyde,Mr.,N,17864259,16
Bennett,Constance,Dr.,N,15250028,15
Bennett,Cory,Sir,Y,11398462,16
Bennett,Crystal,Ms.,Y,18103741,16
Bennett,David,Dr.,Y,10294058,16
Bennett,Dianne,Dr.,N,14671809,16
Bennett,Donald,Dr.,Y,5365937,15
Bennett,Donna,Ms.,N,15926191,16
Bennett,Douglas,Mr.,N,18063985,15
Bennett,Edwin,Sir,Y,22887526,15
Bennett,Elizabeth,Mrs.,Y,9403467,15
Bennett,Emma,Miss,N,8066351,15
Bennett,Esteban,Mr.,N,21855962,15
Bennett,Felix,Dr.,N,10355134,16
Bennett,Frank,Dr.,N,17728942,15
Bennett,Frank,Sir,N,11997948,15
Bennett,Frieda,Ms.,N,21759843,16
Bennett,Hans,Sir,Y,14429957,15
Bennett,Harold,Dr.,N,11446676,15
Bennett,Hollis,Sir,Y,1701336,15
Bennett,Holly,Miss,N,18404754,15
Bennett,Huey,Mr.,N,3794689,15
Bennett,Iris,Miss,Y,11882140,15
Bennett,Jacqueline,Ms.,N,8956846,16
Bennett,Jeffrey,Sir,Y,7668738,15
Bennett,Jeffrey,Sir,N,23340736,15
Bennett,John,Sir,N,10043897,15
Bennett,Jon,Sir,N,18195029,15
Bennett,Joni,Miss,Y,3516087,15
Bennett,Joyce,Mrs.,N,646427,15
Bennett,Karon,Ms.,Y,677930,15
Bennett,Kathryn,Mrs.,N,9309922,15
Bennett,Kimberly,Mrs.,Y,23011065,16
Bennett,Larry,Sir,Y,4610885,16
Bennett,Letha,Dr.,Y,958662,16
Bennett,Louis,Dr.,Y,2679867,15
Bennett,Marvin,Dr.,Y,19947610,15
Bennett,Matthew,Mr.,N,6513027,15
Bennett,Melissa,Mrs.,Y,8805697,16
Bennett,Melody,Dr.,Y,14540694,15
Bennett,Melody,Dr.,Y,14559930,16
Bennett,Michael,Dr.,N,14791479,16
Bennett,Michelle,Ms.,Y,15447991,15
Bennett,Oscar,Dr.,N,2688640,16
Bennett,Randall,Dr.,Y,3590767,15
Bennett,Raymond,Sir,Y,5107671,15
Bennett,Reginald,Dr.,N,16817132,16
Bennett,Richard,Dr.,N,8633894,15
Bennett,Robert,Dr.,N,16014476,15
Bennett,Roberto,Dr.,N,17162486,15
Bennett,Salvador,Dr.,N,22708802,16
Bennett,Sarah,Mrs.,N,3831480,16
Bennett,Sarah,Ms.,N,6741254,16
Bennett,Sean,Dr.,Y,19166749,15
Bennett,Shira,Ms.,N,20085993,15
Bennett,Stephen,Dr.,Y,19741377,15
Bennett,Timothy,Mr.,Y,1995215,15
Bennett,Tina,Ms.,N,4029469,15
Benoit,Cassie,Miss,Y,8581642,15
Benoit,Miguel,Dr.,Y,15425958,16
Benoit,Raymond,Mr.,N,6169838,15
Benson,Antoinette,Ms.,N,16671442,16
Benson,Brandon,Dr.,Y,15184768,15
Benson,Brittany,Ms.,N,7100141,15
Benson,Carlos,Dr.,Y,716575,15
Benson,Cherie,Ms.,N,11381948,15
Benson,Donna,Ms.,Y,19845682,15
Benson,Francine,Ms.,Y,2138433,15
Benson,James,Mr.,N,1983345,15
Benson,Jolene,Miss,N,5105301,15
Benson,Lionel,Mr.,Y,10297896,15
Benson,Luke,Sir,N,618612,15
Benson,Marcella,Ms.,Y,3512329,16
Benson,Orville,Sir,N,10108931,16
Benson,Romana,Mrs.,Y,17191793,16
Benson,Ronald,Mr.,Y,12468281,15
Benson,Wesley,Dr.,N,6703520,16
Benson,Woodrow,Sir,N,15401669,15
Bentley,Daniel,Mr.,N,3940053,16
Bentley,Jason,Mr.,N,11873416,16
Bentley,Marni,Miss,Y,18459522,15
Bentley,Nicole,Miss,Y,13915981,15
Bentley,Richard,Mr.,N,5303335,15
Bentley,Samuel,Sir,Y,17500906,15
Benton,Alexander,Ms.,Y,3643152,16
Benton,Dorothy,Ms.,N,22042914,15
Benton,Kenneth,Dr.,N,7347670,15
Benton,Richard,Mr.,Y,12041176,16
Benton,Rita,Miss,Y,19530193,15
Benton,Ryan,Mr.,N,13103664,15
Benton,Sharon,Ms.,N,7840284,15
Berg,Anthony,Miss,N,23068493,15
Berg,Brenda,Dr.,N,15890013,15
Berg,David,Dr.,N,10843030,15
Berg,Donald,Mr.,N,621453,16
Berg,Joshua,Sir,Y,8981397,15
Berg,Kenneth,Dr.,N,8313549,16
Berg,Kimberly,Dr.,Y,19829995,16
Berg,Peggy,Ms.,N,15700355,15
Berg,Richard,Dr.,N,13290249,15
Berg,Timothy,Sir,Y,15757940,15
Berg,Walter,Mr.,N,685133,16
Berger,David,Mr.,N,1978023,15
Berger,Gregory,Dr.,Y,16698604,16
Berger,Julia,Ms.,N,12985731,15
Berger,Kevin,Sir,Y,2452254,15
Berger,Linda,Dr.,N,1629859,16
Berger,Michael,Sir,Y,11927951,15
Berger,Richard,Mr.,Y,12074075,16
Berger,Tianna,Mrs.,N,19008012,16
Bergeron,Andy,Mr.,Y,22981152,15
Bergeron,Danielle,Miss,Y,9550676,15
Bergeron,Frank,Mr.,N,18554646,15
Bergeron,Harriet,Miss,N,17469093,15
Bergeron,Helen,Mrs.,Y,22943205,15
Bergeron,Johnny,Mr.,N,10076352,15
Bergeron,Russell,Sir,Y,16448746,16
Bergeron,William,Dr.,N,857683,15
Bergman,Gerald,Dr.,Y,17443037,16
Bergman,Robert,Mr.,N,782675,15
Bergman,Tanya,Miss,Y,10067530,15
Bergman,Terry,Dr.,Y,3125311,15
Bergstrom,Carmelita,Miss,Y,13690506,15
Bergstrom,Timothy,Sir,N,18005675,15
Berlin,Albert,Mrs.,Y,22394790,15
Berlin,Daniel,Sir,N,13253149,15
Berlin,Harriet,Mrs.,N,2643913,15
Berlin,Steven,Mr.,N,959037,16
Berman,Brittany,Dr.,Y,3042437,15
Berman,Christopher,Dr.,N,11531204,16
Berman,Donald,Dr.,Y,2159264,15
Berman,Lee,Mr.,N,5328316,15
Berman,Ruby,Mrs.,N,13976123,15
Berman,Sandra,Ms.,N,1243718,15
Berman,Sharon,Dr.,N,23833400,15
Bermudez,Ana,Miss,Y,11753582,16
Bermudez,Bryan,Mr.,N,7397624,15
Bermudez,Bryan,Mr.,N,13239860,15
Bermudez,Karen,Mrs.,Y,20039572,16
Bermudez,Kathy,Mrs.,Y,20787524,15
Bermudez,Rodney,Sir,N,19745462,15
Bermudez,Victoria,Ms.,N,8102871,15
Bernal,David,Mr.,Y,9208271,15
Bernal,Jennifer,Mrs.,N,14364478,15
Bernal,Joyce,Mrs.,Y,5716548,16
Bernal,Lawrence,Mr.,Y,19010809,15
Bernal,Marlon,Dr.,N,23375835,15
Bernal,Martha,Miss,Y,6138399,15
Bernal,Owen,Mr.,N,828803,15
Bernard,null,null,null,12459416,15
Bernard,Charles,Dr.,N,2345585,16
Bernard,Kevin,Mr.,N,14274758,16
Bernard,Oscar,null,N,2289147,16
Bernard,Pedro,Sir,N,440930,15
Bernard,Sybil,Ms.,N,4013397,15
Bernard,Zachariah,Mr.,N,13446366,15
Bernhardt,Adam,Ms.,N,5176714,16
Bernier,Patrick,Dr.,Y,6223985,16
Bernstein,Barbara,Mrs.,Y,21288361,15
Bernstein,Dominga,Mrs.,Y,12101703,15
Bernstein,Donald,Sir,Y,3136290,15
Bernstein,Thomas,Mr.,N,5401090,15
Berrios,Jennifer,Miss,N,23075270,15
Berry,null,Dr.,Y,11974587,16
Berry,Amber,Dr.,N,18519475,15
Berry,Barbara,Ms.,N,12489194,16
Berry,Brenda,Ms.,N,14561016,15
Berry,Bruce,Mr.,Y,4027642,15
Berry,Carmelita,Ms.,Y,17443738,15
Berry,Charles,Dr.,N,7503385,16
Berry,Curtis,Sir,Y,5952790,16
Berry,Daniel,null,N,9800171,15
Berry,David,Dr.,Y,4668825,15
Berry,Dennis,Sir,Y,23186718,15
Berry,Doris,Dr.,N,1871126,16
Berry,Herbert,Sir,Y,2174181,16
Berry,Irene,Mrs.,Y,12977430,15
Berry,James,Mr.,Y,23975035,15
Berry,James,Sir,Y,19169928,15
Berry,Jerry,Sir,N,8325875,15
Berry,Josh,Dr.,Y,17659320,16
Berry,Kathy,Dr.,N,21946743,15
Berry,Keith,Sir,N,9920848,16
Berry,Lezlie,Miss,N,16751078,15
Berry,Matthew,Dr.,N,1753222,16
Berry,Norman,Dr.,Y,13094691,15
Berry,Pamela,Ms.,Y,4941020,15
Berry,Raymond,Mr.,N,11546972,15
Berry,Rebecca,Dr.,Y,7499921,16
Berry,Robert,Sir,Y,4961990,16
Berry,Roland,null,Y,12887325,15
Berry,Ronald,Sir,N,4343368,16
Berry,Santos,Dr.,Y,5382409,15
Berry,Theresa,Mrs.,N,81413,16
Berry,Thomas,Mr.,N,865038,15
Berry,Tiffany,Mrs.,Y,17132727,15
Berry,Vera,Miss,N,1744980,15
Berry,Victoria,Dr.,N,5196338,15
Berry,Wanda,Miss,Y,21013304,15
Berry,Wayne,Mr.,Y,2658604,15
Berry,William,Mr.,N,16259949,15
Berryman,Al,Dr.,Y,12760062,15
Berryman,Angelita,Dr.,Y,9916880,16
Berryman,Daniel,Sir,Y,18181463,15
Berryman,Richard,Mr.,N,5756913,15
Berryman,Richard,Sir,N,19282432,16
Berryman,Sandra,Mrs.,Y,4460012,16
Bertrand,Lois,Mrs.,N,5571597,15
Bertrand,Valentine,Mr.,N,5928579,16
Berube,Jane,Ms.,Y,12988640,16
Berube,Laurie,Ms.,Y,13265545,15
Bess,Lucille,Ms.,Y,2318189,15
Bess,Willis,Dr.,Y,3811805,15
Best,Adam,Dr.,Y,21459783,16
Best,Amy,Miss,N,20847692,15
Best,Beth,Mrs.,Y,7807137,15
Best,Danny,Sir,N,5930434,16
Best,Hector,Sir,N,10013409,15
Best,Ismael,Mr.,N,23741872,15
Best,James,Mr.,N,17019137,15
Best,Jesse,Mr.,Y,157270,15
Best,Jon,Sir,N,20323405,16
Best,William,Mr.,Y,10528818,15
Betancourt,Annie,Ms.,N,15762219,15
Betancourt,Brian,Mr.,Y,10952528,15
Betancourt,Dimple,Ms.,Y,10155771,15
Betancourt,Donald,Mr.,Y,5468720,16
Betancourt,Jerry,null,null,1628799,15
Betancourt,Michael,Dr.,Y,14870361,15
Betancourt,Peter,Mr.,N,17624627,15
Betancourt,Richard,Sir,Y,19614754,15
Bethea,Etta,Mrs.,N,1579270,15
Bethea,Jeff,Sir,N,4766200,15
Bethea,Jina,Ms.,Y,17829964,15
Bethel,Angela,Mrs.,Y,2352524,15
Bethel,Angela,Mrs.,Y,9876495,16
Bethel,Debbie,Mrs.,Y,11307450,16
Bethel,Travis,Sir,Y,988913,15
Bettencourt,Ethel,Mrs.,N,12198732,15
Bettencourt,Harry,Sir,Y,4966099,15
Bettis,David,Mr.,N,10884878,15
Bettis,Debra,Miss,N,16382526,15
Betts,John,Dr.,Y,13261331,15
Betts,John,Mr.,N,15587211,15
Betts,Toby,Mr.,N,23268503,15
Betz,Annie,Miss,N,13579591,15
Betz,Dean,Sir,N,542669,15
Betz,Katie,Miss,N,13204009,15
Beverly,Darren,Mr.,N,4945919,15
Beverly,Jack,Sir,Y,17756336,16
Beverly,Jason,null,null,16416407,15
Beverly,Marjorie,Miss,Y,1870169,15
Beverly,Selma,Mrs.,N,10922084,16
Beverly,Tracy,Sir,N,12565048,15
Bevins,Cynthia,Ms.,Y,1493359,16
Bevins,George,Dr.,Y,16376907,15
Bey,Thomas,Sir,N,14907061,15
Beyer,Henry,Dr.,N,1369507,15
Beyer,Hugh,Dr.,Y,18854640,16
Beyer,Jeffrey,Mr.,N,3667485,15
Beyer,John,Dr.,N,9485200,16
Beyer,Winona,Dr.,Y,22317288,15
Biddle,Caryn,Dr.,Y,18099661,15
Biddle,Randy,Sir,N,12914031,15
Biddle,Tiffany,Mrs.,N,2052481,15
Biggs,Andrea,Mrs.,N,21547820,15
Biggs,Cora,Miss,Y,13320861,15
Biggs,Robert,Mr.,Y,1849810,16
